service,year1_fpr_target,model_name,threshold_mean,threshold_std,total_alerts_mean,total_alerts_std,false_alarm_rate_mean,false_alarm_rate_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auprc_mean,auprc_std,event_recall_mean,event_recall_std,mean_detection_delay_mean,mean_detection_delay_std,cost_weighted_recall_mean,cost_weighted_recall_std,mean_mctd_mean,mean_mctd_std,cost_to_detect_ratio_mean,cost_to_detect_ratio_std,avoided_cost_ratio_mean,avoided_cost_ratio_std,alert_cost_efficiency_mean,alert_cost_efficiency_std
AWS / Other,0.01,EWMA,2.5507401150096585,0.10980477130920767,15.0,1.7320508075688772,0.004149944496627102,0.004184518633285986,0.9326923076923078,0.06305229350290385,0.11798941798941798,0.022241110642310786,0.20921140880369937,0.03630112381611579,0.5419308554564809,0.011933604157310653,0.35802469135802467,0.042766686606638946,0.2154882154882155,0.29799406460169015,0.4633851779875153,0.09372372730571402,218.332859255182,25.851848696077056,0.542930990487159,0.08965180587269148,0.4570690095128409,0.08965180587269142,336.390901867886,53.18647474585843
AWS / Other,0.01,IsolationForest,0.09603753592829069,0.009895673437662515,82.33333333333333,44.06056437828882,0.12310869739597097,0.1107373943959173,0.6753870447848666,0.14295595082847556,0.4388888888888889,0.1616609391883496,0.5059120863269112,0.0615889314537802,0.6476955445517784,0.04605409761507257,0.9012345679012346,0.07709874072096787,0.8768298368298368,0.21979506382832328,0.9717466637249211,0.03535770722560044,28.96799423094352,12.73231619630324,0.07111195383123114,0.02882813299188536,0.9288880461687689,0.028828132991885354,150.6485565865989,61.74534620463016
AWS / Other,0.01,LSTM_AE,0.5539494373401013,0.056423762282187574,229.66666666666666,30.0055550412475,0.6410050841247078,0.07616039770751686,0.3135057664315306,0.027218899822518138,0.6041005291005291,0.09570514886150329,0.41191222352220175,0.04263289197903264,0.28435500303754274,0.030454274316641952,0.8888888888888888,0.06415002990995838,0.6705685618729097,0.42092994972139297,0.9531498899503273,0.034795051056009815,30.555390354783764,16.128901057534545,0.07701931873225043,0.04304478316533083,0.9229806812677496,0.04304478316533083,45.57034379495307,3.084042121924148
AWS / Other,0.01,Prophet,2.6935150373314403,0.20526756458125378,122.33333333333333,16.65332799572906,0.1642180493346064,0.040063364024989806,0.6715138087380913,0.0635834069775946,0.6848544973544973,0.06205222989469307,0.6767959264892683,0.04953416177894842,0.792260333083457,0.034816002281812836,0.9629629629629629,0.03703703703703705,0.6516429249762583,0.21578942899135004,0.9954278124592008,0.004011914873269339,12.575893822318251,5.450325473209338,0.03147572651800532,0.014298655975594403,0.9685242734819947,0.014298655975594397,89.49039098239318,7.458316004184073
AWS / Other,0.01,SeasonalNaiveMAD,7.265132728095714,1.3083929912985968,16.333333333333332,6.658328118479393,0.0013175230566534913,0.0022820168742672957,0.9848484848484849,0.026243194054073875,0.1363095238095238,0.05923441555712826,0.2358785781238734,0.09261409059100101,0.6788574335531438,0.030408359338110966,0.4074074074074074,0.09799078929868854,1.8621794871794872,0.5228093678469059,0.617934624698515,0.18369623087381176,193.39595422857803,63.9896270999591,0.47418468067453495,0.1319115339570307,0.525815319325465,0.13191153395703067,432.62884577646474,88.6167697958149
AWS / Other,0.02,EWMA,2.3729016150514095,0.184631505154291,16.666666666666668,4.04145188432738,0.005467467553280594,0.002512937431044168,0.9168192918192918,0.039068163631826455,0.1298941798941799,0.04252023167412068,0.22612870203678206,0.06516481945660363,0.5419308554564809,0.011933604157310653,0.38271604938271603,0.08553337321327789,0.31339031339031337,0.28454393668715355,0.4797936976391797,0.10141407777634256,211.23894092543887,30.406042223145366,0.5251681808712253,0.09717651114221713,0.47483181912877476,0.0971765111422171,319.2782568293832,66.76437480198106
AWS / Other,0.02,IsolationForest,0.08075330666572957,0.008331159550309566,126.33333333333333,51.61718060232788,0.23521255029870117,0.12063857167310446,0.5531413165727861,0.057864644297911126,0.5779761904761904,0.20754357108864335,0.5458592882321697,0.0746240056820907,0.6476955445517784,0.04605409761507257,0.9382716049382717,0.07709874072096785,0.6093769354638919,0.07547652164376237,0.9830921574543335,0.02674112433841036,16.010442661678532,11.229923505189202,0.03879120226429138,0.02522999567027488,0.9612087977357087,0.025229995670274837,94.6755721111392,37.51828835950973
AWS / Other,0.02,LSTM_AE,0.48685404221216794,0.07219343881429818,244.33333333333334,14.468356276140472,0.6803659588763152,0.03434229834672358,0.3156164922596008,0.023869755779227175,0.6463624338624339,0.051950921379051204,0.42406955707988203,0.03219665277881561,0.28435500303754274,0.030454274316641952,0.9135802469135802,0.056575008579701686,0.5459308807134894,0.2708981240183131,0.9709058101800604,0.03851913379603003,21.475302859716038,11.177609367869007,0.05356374144699966,0.02857873455949361,0.9464362585530003,0.028578734559493585,43.36909795952365,0.7445474861391496
AWS / Other,0.02,Prophet,2.4649332750307185,0.0923597222069783,132.66666666666666,20.305992547357373,0.19595459332458734,0.04551645341871559,0.6393890264048084,0.037935256947342545,0.7072089947089948,0.059357019407298886,0.6704453063791126,0.0333084085188041,0.792260333083457,0.034816002281812836,0.9753086419753085,0.021383343303319487,0.5303893637226971,0.1289652469199998,0.996503425081633,0.0037779160400439214,10.47994215905245,3.5073558767982354,0.026182239171885575,0.009462357597425326,0.9738177608281143,0.009462357597425327,82.85359247418901,8.814573823328528
AWS / Other,0.02,SeasonalNaiveMAD,5.38509216377826,0.556749581136394,22.333333333333332,7.76745346515403,0.005347269309430487,0.0060138197719297225,0.9469086021505376,0.049068344989978,0.17857142857142858,0.0662829090813098,0.29619676098549336,0.09062621854265863,0.6788574335531438,0.030408359338110966,0.48148148148148145,0.06415002990995845,1.7,0.507444578254611,0.709775862776468,0.11182977152638014,149.93341827902404,55.486015852564506,0.3684430627545369,0.12308363885446032,0.6315569372454631,0.12308363885446033,363.74931064500737,84.57185315762176
